transaction_id,customer_id,account_type,transaction_time,transaction_hour,amount,payment_method,merchant_name,location,home_city,device_type,transaction_status,is_fraud,risk_score
TXN0005656,CUST00230,Savings,09-01-24 21:41,21,11816,Credit Card,Myntra,Kolkata,Kolkata,Desktop,Success,0,4
TXN0005657,CUST00510,Salary,22-05-24 20:53,20,32037.47,Debit Card,Grocery Store,Hyderabad,Hyderabad,Tablet,Success,0,1
TXN0005658,CUST01010,Current,03-07-24 8:59,8,3123.72,UPI,Hospital,Ahmedabad,Ahmedabad,Tablet,Success,0,5
TXN0005659,CUST00707,Savings,14-05-24 15:58,15,4306.73,UPI,Local ATM,Kolkata,Kolkata,POS Terminal,Success,0,6
TXN0005660,CUST00315,Savings,28-03-24 19:20,19,56800.17,Debit Card,BigBasket,Ahmedabad,Hyderabad,POS Terminal,Failed,0,62
TXN0005661,CUST00428,Salary,20-11-24 9:04,9,79388.26,UPI,Amazon,Lucknow,Lucknow,POS Terminal,Success,0,2
TXN0005662,CUST01019,Savings,10-09-24 8:05,8,6559.75,Net Banking,Swiggy,Bhopal,Bhopal,Mobile,Reversed,0,8
TXN0005663,CUST00113,Salary,13-03-24 23:56,23,48426.07,Debit Card,Amazon,Delhi,Delhi,POS Terminal,Success,0,5
TXN0005664,CUST01175,Salary,24-01-24 11:13,11,2755.1,IMPS,PayTM Mall,Delhi,Delhi,POS Terminal,Success,0,2
TXN0005665,CUST00946,Current,18-08-24 14:41,14,1265.67,UPI,Uber,Ahmedabad,Ahmedabad,Mobile,Success,0,5
TXN0005666,CUST00825,Savings,23-09-24 13:53,13,9599.37,IMPS,PhonePe Merchant,Delhi,Delhi,POS Terminal,Success,0,8
TXN0005667,CUST00281,Savings,28-06-24 2:48,2,5975.49,Credit Card,Flight Booking,Ahmedabad,Surat,Desktop,Success,0,44
TXN0005668,CUST00222,Current,13-11-24 23:41,23,11191.25,Net Banking,Hospital,Mumbai,Bhopal,Tablet,Success,0,26
TXN0005669,CUST01188,Savings,11-09-24 18:01,18,5528.8,NEFT,IRCTC,Pune,Ahmedabad,Mobile,Failed,0,39
TXN0005670,CUST00406,Current,25-04-24 19:50,19,19244.34,Credit Card,PayTM Mall,Ahmedabad,Ahmedabad,Desktop,Success,0,1
TXN0005671,CUST00063,Salary,29-10-24 6:25,6,32530.26,NEFT,Pharmacy,Lucknow,Lucknow,Tablet,Success,0,6
TXN0005672,CUST00585,Savings,05-12-24 22:07,22,6933.23,Net Banking,Electronics Store,Surat,Surat,Desktop,Success,0,8
TXN0005673,CUST00499,Savings,11-10-24 8:40,8,20489.69,NEFT,Electronics Store,Surat,Bengaluru,Tablet,Success,0,28
TXN0005674,CUST01010,Current,26-11-24 11:07,11,5301.63,Credit Card,Hospital,Ahmedabad,Ahmedabad,Desktop,Success,0,8
TXN0005675,CUST01110,Current,25-05-24 4:23,4,1183.98,Net Banking,Hotel Booking,Pune,Pune,Desktop,Success,0,30
TXN0005676,CUST00692,Savings,02-05-24 20:44,20,5843.98,Net Banking,Uber,Kolkata,Kolkata,Tablet,Success,0,14
TXN0005677,CUST00231,Current,12-06-24 10:25,10,3899.93,Credit Card,Grocery Store,Ahmedabad,Ahmedabad,Mobile,Success,0,4
TXN0005678,CUST00440,Salary,15-06-24 8:39,8,6979.87,Debit Card,Nykaa,Delhi,Delhi,Desktop,Success,0,6
TXN0005679,CUST01149,Current,02-06-24 22:31,22,38506.87,Credit Card,PayTM Mall,Ahmedabad,Ahmedabad,POS Terminal,Success,0,4
TXN0005680,CUST00395,Salary,07-01-24 14:23,14,3544.67,Credit Card,Pharmacy,Hyderabad,Jaipur,Desktop,Success,0,28
TXN0005681,CUST00843,Current,20-07-24 12:19,12,2386.48,Debit Card,Uber,Pune,Pune,POS Terminal,Success,0,8
TXN0005682,CUST00863,Current,05-07-24 6:16,6,4831.6,Debit Card,Unknown Merchant,Bhopal,Bhopal,POS Terminal,Failed,0,31
TXN0005683,CUST00545,Savings,09-07-24 17:19,17,473.27,UPI,Nykaa,Lucknow,Lucknow,POS Terminal,Success,0,3
TXN0005684,CUST00267,Savings,11-02-24 0:43,0,36102.9,UPI,Nykaa,Hyderabad,Hyderabad,POS Terminal,Failed,0,10
TXN0005685,CUST00707,Savings,04-06-24 4:52,4,4758.9,Credit Card,Fuel Station,Chennai,Kolkata,POS Terminal,Success,0,43
TXN0005686,CUST00734,Savings,18-07-24 4:18,4,5698.37,IMPS,Amazon,Kolkata,Chennai,Tablet,Success,0,42
TXN0005687,CUST00519,Salary,10-03-24 5:31,5,17572.66,UPI,Local ATM,Chennai,Chennai,Tablet,Success,0,0
TXN0005688,CUST00639,Current,27-05-24 6:48,6,2321.01,Net Banking,Flight Booking,Pune,Pune,Desktop,Failed,0,24
TXN0005689,CUST00149,Savings,09-02-24 14:29,14,2690.81,NEFT,Zomato,Pune,Pune,POS Terminal,Success,0,3
TXN0005690,CUST00064,Current,04-02-24 16:34,16,2262.27,Credit Card,Swiggy,Kolkata,Kolkata,POS Terminal,Success,0,6
TXN0005691,CUST00341,Savings,12-05-24 16:49,16,8604.43,NEFT,Ola,Bhopal,Bhopal,Mobile,Success,0,1
TXN0005692,CUST00553,Current,09-03-24 3:18,3,1115.77,NEFT,IRCTC,Jaipur,Jaipur,Tablet,Success,0,26
TXN0005693,CUST01026,Salary,19-10-24 11:01,11,4285.31,Credit Card,Hospital,Delhi,Delhi,POS Terminal,Success,0,5
TXN0005694,CUST00475,Current,13-04-24 15:51,15,1712.28,NEFT,Swiggy,Hyderabad,Hyderabad,POS Terminal,Success,0,8
TXN0005695,CUST00407,Savings,23-09-24 9:50,9,5133.2,Debit Card,Jewellery Store,Jaipur,Jaipur,Tablet,Failed,0,11
TXN0005696,CUST00693,Current,08-06-24 8:00,8,3681.11,IMPS,Hotel Booking,Kolkata,Kolkata,Tablet,Success,0,5
TXN0005697,CUST00059,Current,26-11-24 14:00,14,2844.94,UPI,Amazon,Surat,Delhi,Desktop,Success,0,25
TXN0005698,CUST00848,Salary,11-07-24 20:06,20,47087.21,Net Banking,BigBasket,Surat,Surat,Desktop,Success,0,10
TXN0005699,CUST00452,Current,02-07-24 3:24,3,6959.69,IMPS,Grocery Store,Ahmedabad,Ahmedabad,POS Terminal,Success,0,22
TXN0005700,CUST00258,Current,28-11-24 22:03,22,10446.58,Net Banking,Jewellery Store,Surat,Surat,Mobile,Failed,0,20
TXN0005701,CUST00912,Savings,05-11-24 20:25,20,4672.93,Net Banking,PhonePe Merchant,Pune,Pune,Desktop,Success,0,13
TXN0005702,CUST01096,Savings,06-05-24 3:45,3,4107.42,Debit Card,Grocery Store,Lucknow,Lucknow,Mobile,Success,0,22
TXN0005703,CUST00924,Current,12-01-24 9:48,9,5706.38,UPI,IRCTC,Bhopal,Bhopal,Desktop,Success,0,1
TXN0005704,CUST01175,Salary,22-12-24 19:06,19,10917.3,UPI,Hotel Booking,Delhi,Delhi,POS Terminal,Success,0,7
TXN0005705,CUST00068,Salary,14-03-24 9:22,9,13364.74,IMPS,Swiggy,Delhi,Delhi,Mobile,Success,0,2
TXN0005706,CUST00532,Current,12-11-24 23:58,23,126740.47,UPI,IRCTC,Chennai,Chennai,Desktop,Success,0,4
TXN0005707,CUST00516,Savings,04-12-24 11:56,11,928.36,IMPS,PayTM Mall,Kolkata,Kolkata,Tablet,Success,0,4
TXN0005708,CUST00971,Savings,25-09-24 8:50,8,3884.48,NEFT,Amazon,Surat,Surat,Mobile,Success,0,1
TXN0005709,CUST00998,Current,13-09-24 14:47,14,787.25,IMPS,Flight Booking,Delhi,Delhi,Tablet,Success,0,1
TXN0005710,CUST00255,Salary,18-05-24 0:33,0,6486.2,Debit Card,Electronics Store,Jaipur,Jaipur,Desktop,Success,0,5
TXN0005711,CUST00793,Salary,23-02-24 16:00,16,12904.4,NEFT,BookMyShow,Ahmedabad,Ahmedabad,Tablet,Success,0,1
TXN0005712,CUST00975,Current,20-02-24 15:42,15,4103.29,Net Banking,Google Pay Merchant,Lucknow,Lucknow,Tablet,Success,0,10
TXN0005713,CUST00346,Current,13-02-24 14:12,14,1799.56,IMPS,Amazon,Ahmedabad,Ahmedabad,Mobile,Success,0,6
TXN0005714,CUST00137,Salary,15-04-24 4:59,4,10362.19,Net Banking,PayTM Mall,Kolkata,Kolkata,POS Terminal,Success,0,28
TXN0005715,CUST01188,Savings,18-10-24 18:15,18,751.38,Net Banking,Flight Booking,Ahmedabad,Ahmedabad,Tablet,Success,1,14
TXN0005716,CUST00378,Current,15-02-24 15:34,15,275.59,Credit Card,Hotel Booking,Kolkata,Kolkata,Tablet,Success,0,3
TXN0005717,CUST00436,Savings,13-06-24 2:34,2,7245.05,IMPS,Myntra,Jaipur,Jaipur,Desktop,Success,0,22
TXN0005718,CUST01054,Salary,05-02-24 9:04,9,8733.11,IMPS,Flight Booking,Hyderabad,Hyderabad,POS Terminal,Success,0,0
TXN0005719,CUST00095,Savings,05-01-24 22:55,22,28863.82,UPI,Local ATM,Bhopal,Bhopal,Mobile,Success,0,3
TXN0005720,CUST00212,Salary,11-09-24 19:25,19,4593.84,Credit Card,Jewellery Store,Surat,Surat,Tablet,Success,0,2
TXN0005721,CUST00830,Current,28-11-24 14:33,14,30711.32,UPI,Flipkart,Delhi,Delhi,Desktop,Success,0,32
TXN0005722,CUST01160,Salary,28-09-24 9:45,9,2325.44,Debit Card,Swiggy,Ahmedabad,Ahmedabad,Tablet,Success,0,4
TXN0005723,CUST00591,Salary,04-10-24 3:32,3,1834.48,Credit Card,Ola,Pune,Pune,Desktop,Success,0,26
TXN0005724,CUST00307,Savings,23-03-24 19:47,19,4567.9,IMPS,Jewellery Store,Jaipur,Jaipur,Desktop,Success,0,2
TXN0005725,CUST01096,Savings,12-09-24 17:03,17,774.53,NEFT,PhonePe Merchant,Lucknow,Lucknow,Tablet,Success,0,2
TXN0005726,CUST01137,Salary,22-12-24 15:12,15,19280.27,UPI,Flipkart,Kolkata,Pune,Desktop,Success,0,25
TXN0005727,CUST00775,Current,02-07-24 10:39,10,12332.01,Debit Card,Flight Booking,Bengaluru,Mumbai,POS Terminal,Success,0,29
TXN0005728,CUST00700,Salary,10-10-24 2:17,2,10550.53,IMPS,Unknown Merchant,Bhopal,Bhopal,Desktop,Success,0,38
TXN0005729,CUST01075,Savings,11-12-24 16:23,16,37436.62,NEFT,Hotel Booking,Chennai,Chennai,Mobile,Success,0,7
TXN0005730,CUST00569,Current,09-10-24 14:51,14,28841.39,UPI,Fuel Station,Bhopal,Bhopal,Mobile,Success,0,2
TXN0005731,CUST00238,Current,26-04-24 18:41,18,3685,NEFT,Swiggy,Kolkata,Kolkata,Mobile,Success,0,4
TXN0005732,CUST00528,Savings,09-09-24 7:02,7,1463.5,Debit Card,Flight Booking,Bengaluru,Delhi,POS Terminal,Success,0,20
TXN0005733,CUST01194,Current,21-10-24 11:23,11,11157.71,IMPS,Flipkart,Hyderabad,Hyderabad,Desktop,Failed,0,10
TXN0005734,CUST00744,Current,25-10-24 1:07,1,7754,Debit Card,Unknown Merchant,Bengaluru,Bengaluru,Desktop,Success,0,42
TXN0005735,CUST01003,Current,12-03-24 17:45,17,48385.85,Credit Card,Flight Booking,Lucknow,Lucknow,Tablet,Success,0,6
TXN0005736,CUST00989,Current,02-01-24 20:06,20,502.67,Debit Card,Local ATM,Lucknow,Delhi,POS Terminal,Success,0,20
TXN0005737,CUST01148,Current,04-04-24 1:56,1,7989.5,UPI,Ola,Lucknow,Lucknow,Desktop,Success,0,25
TXN0005738,CUST00195,Savings,09-10-24 8:49,8,3054.5,Credit Card,Jewellery Store,Ahmedabad,Ahmedabad,Mobile,Success,0,1
TXN0005739,CUST00064,Current,06-06-24 17:51,17,1082.37,IMPS,Myntra,Kolkata,Kolkata,Desktop,Success,0,0
TXN0005740,CUST01200,Current,06-06-24 14:56,14,8289.44,UPI,Hotel Booking,Chennai,Chennai,POS Terminal,Failed,0,19
TXN0005741,CUST00040,Savings,19-12-24 15:04,15,10328.48,Credit Card,Uber,Kolkata,Kolkata,POS Terminal,Success,0,4
TXN0005742,CUST00417,Savings,08-09-24 2:37,2,626.05,IMPS,Grocery Store,Surat,Surat,Desktop,Success,0,24
TXN0005743,CUST00941,Salary,05-06-24 7:40,7,5963.13,UPI,BookMyShow,Bhopal,Bhopal,POS Terminal,Success,0,1
TXN0005744,CUST01085,Savings,01-01-24 10:50,10,24087.15,Credit Card,Flight Booking,Mumbai,Mumbai,Mobile,Success,0,4
TXN0005745,CUST00387,Current,19-11-24 2:29,2,2866.78,Net Banking,Amazon,Kolkata,Kolkata,POS Terminal,Success,0,31
TXN0005746,CUST00044,Salary,08-07-24 7:03,7,15599.09,NEFT,Nykaa,Kolkata,Kolkata,Mobile,Success,0,3
TXN0005747,CUST00125,Current,30-09-24 19:31,19,4435.18,IMPS,Flight Booking,Chennai,Chennai,POS Terminal,Success,0,1
TXN0005748,CUST01188,Savings,12-07-24 16:19,16,1873.83,Credit Card,Flipkart,Ahmedabad,Ahmedabad,Desktop,Success,0,4
TXN0005749,CUST00072,Salary,14-07-24 23:16,23,2999.42,IMPS,IRCTC,Chennai,Chennai,Desktop,Success,0,5
TXN0005750,CUST00317,Current,07-10-24 14:31,14,12170.32,Net Banking,Fuel Station,Mumbai,Mumbai,POS Terminal,Success,0,12
TXN0005751,CUST00902,Current,08-06-24 4:02,4,3342.27,NEFT,Electronics Store,Bhopal,Bhopal,Desktop,Success,0,28
TXN0005752,CUST00973,Current,02-06-24 9:21,9,7360.36,Debit Card,Ola,Delhi,Delhi,Tablet,Success,0,9
TXN0005753,CUST00273,Salary,19-05-24 23:38,23,23520.05,NEFT,PhonePe Merchant,Surat,Surat,POS Terminal,Success,0,7
TXN0005754,CUST00184,Savings,09-02-24 23:41,23,6616.79,IMPS,Hospital,Jaipur,Jaipur,Desktop,Reversed,0,6
TXN0005755,CUST00556,Current,15-05-24 22:28,22,9951.31,NEFT,Grocery Store,Mumbai,Bhopal,POS Terminal,Success,0,28
TXN0005756,CUST00397,Salary,20-10-24 3:12,3,2731.95,Debit Card,BigBasket,Bengaluru,Jaipur,Tablet,Success,0,48
TXN0005757,CUST00896,Salary,28-03-24 16:18,16,1623.1,Credit Card,Electronics Store,Bengaluru,Hyderabad,POS Terminal,Success,0,25
TXN0005758,CUST00797,Salary,07-03-24 17:34,17,25189.24,Net Banking,Uber,Hyderabad,Hyderabad,Tablet,Success,1,7
TXN0005759,CUST00761,Current,04-01-24 22:13,22,2548.55,NEFT,Nykaa,Mumbai,Mumbai,Desktop,Success,0,7
TXN0005760,CUST00068,Salary,11-10-24 10:50,10,6241.73,NEFT,Flipkart,Delhi,Delhi,Tablet,Failed,0,12
TXN0005761,CUST00687,Current,13-05-24 3:24,3,4636.78,UPI,Hospital,Hyderabad,Delhi,POS Terminal,Success,0,40
TXN0005762,CUST00557,Salary,04-07-24 21:12,21,2312.47,NEFT,Unknown Merchant,Bhopal,Bhopal,POS Terminal,Success,0,18
TXN0005763,CUST00257,Salary,22-10-24 4:14,4,28492.3,Debit Card,Fuel Station,Chennai,Chennai,Desktop,Success,0,28
TXN0005764,CUST00051,Current,04-06-24 3:03,3,55428.99,UPI,PayTM Mall,Lucknow,Lucknow,Tablet,Success,0,27
TXN0005765,CUST00836,Savings,22-02-24 19:38,19,3767.89,IMPS,PayTM Mall,Surat,Surat,Desktop,Success,0,5
TXN0005766,CUST00473,Current,28-02-24 0:57,0,2398.89,Credit Card,BigBasket,Mumbai,Mumbai,Tablet,Success,0,2
TXN0005767,CUST00727,Salary,27-10-24 7:57,7,5646.21,Net Banking,Myntra,Bhopal,Bhopal,POS Terminal,Success,0,7
TXN0005768,CUST01065,Current,13-12-24 15:57,15,4692.37,Credit Card,BigBasket,Bengaluru,Bengaluru,POS Terminal,Failed,0,16
TXN0005769,CUST00449,Current,10-05-24 21:14,21,5935.84,NEFT,Myntra,Chennai,Chennai,Desktop,Success,0,4
TXN0005770,CUST00426,Current,10-11-24 12:56,12,4628.95,UPI,Nykaa,Chennai,Chennai,Mobile,Success,0,2
TXN0005771,CUST00966,Savings,29-07-24 23:09,23,13454.77,Net Banking,Amazon,Mumbai,Mumbai,Mobile,Success,0,5
TXN0005772,CUST00640,Savings,29-12-24 8:28,8,4068.43,Credit Card,IRCTC,Ahmedabad,Ahmedabad,Desktop,Success,0,8
TXN0005773,CUST00419,Current,13-04-24 17:31,17,5027.97,Net Banking,Amazon,Bengaluru,Bengaluru,POS Terminal,Failed,0,19
TXN0005774,CUST00478,Current,31-08-24 9:41,9,8610.1,Credit Card,Jewellery Store,Surat,Surat,Mobile,Success,0,6
TXN0005775,CUST01054,Salary,03-06-24 19:26,19,7836.96,Credit Card,Uber,Hyderabad,Hyderabad,Tablet,Success,0,9
TXN0005776,CUST00169,Current,08-07-24 1:55,1,3285.6,Credit Card,Jewellery Store,Chennai,Chennai,Tablet,Success,0,28
TXN0005777,CUST00026,Savings,19-06-24 20:03,20,6923.36,Debit Card,Nykaa,Lucknow,Hyderabad,POS Terminal,Success,0,23
TXN0005778,CUST00762,Salary,12-06-24 11:41,11,2135.78,Net Banking,Fuel Station,Chennai,Chennai,Mobile,Success,0,9
TXN0005779,CUST00790,Salary,31-08-24 19:49,19,24058.47,IMPS,Jewellery Store,Bengaluru,Bengaluru,Mobile,Success,0,2
TXN0005780,CUST00757,Salary,27-04-24 11:03,11,1674.6,Net Banking,BookMyShow,Pune,Pune,Tablet,Success,0,11
TXN0005781,CUST00296,Current,15-09-24 12:39,12,6260,UPI,Fuel Station,Pune,Pune,Tablet,Success,0,0
TXN0005782,CUST00456,Salary,22-04-24 9:05,9,9550.84,NEFT,Google Pay Merchant,Hyderabad,Jaipur,Desktop,Success,0,27
TXN0005783,CUST00298,Salary,08-09-24 12:56,12,8928.59,Net Banking,PayTM Mall,Chennai,Chennai,POS Terminal,Success,0,7
TXN0005784,CUST00878,Current,20-03-24 7:04,7,6707.48,IMPS,Electronics Store,Mumbai,Mumbai,Tablet,Success,0,3
TXN0005785,CUST00272,Current,07-11-24 18:32,18,5628.25,IMPS,Jewellery Store,Delhi,Delhi,Desktop,Success,0,9
TXN0005786,CUST00453,Current,19-12-24 11:28,11,9357.8,IMPS,Electronics Store,Jaipur,Jaipur,POS Terminal,Success,0,3
TXN0005787,CUST01061,Savings,26-09-24 6:49,6,44057.2,Credit Card,Swiggy,Chennai,Chennai,Desktop,Success,0,6
TXN0005788,CUST00488,Salary,16-07-24 23:45,23,3719.87,Credit Card,Electronics Store,Bengaluru,Bengaluru,Mobile,Success,0,6
TXN0005789,CUST01192,Current,05-11-24 20:40,20,22665.95,Net Banking,Uber,Bengaluru,Bengaluru,POS Terminal,Success,0,8
TXN0005790,CUST00166,Salary,08-05-24 18:56,18,10091.37,Net Banking,BigBasket,Pune,Surat,Mobile,Success,0,30
TXN0005791,CUST00890,Savings,17-09-24 15:03,15,11038.66,Net Banking,Jewellery Store,Chennai,Chennai,POS Terminal,Success,0,37
TXN0005792,CUST00826,Current,25-04-24 14:25,14,19099.07,Net Banking,Nykaa,Bhopal,Bhopal,POS Terminal,Success,0,14
TXN0005793,CUST00965,Savings,12-08-24 2:05,2,1193.91,UPI,Grocery Store,Mumbai,Mumbai,Tablet,Success,0,23
TXN0005794,CUST00878,Current,14-08-24 15:18,15,5579.14,Credit Card,Pharmacy,Mumbai,Mumbai,Desktop,Success,0,0
TXN0005795,CUST00183,Salary,23-07-24 22:52,22,13338.06,Net Banking,Nykaa,Surat,Surat,Mobile,Success,0,11
TXN0005796,CUST00636,Savings,06-03-24 14:13,14,23774.38,Credit Card,PhonePe Merchant,Hyderabad,Hyderabad,POS Terminal,Success,0,1
TXN0005797,CUST00667,Current,18-12-24 10:55,10,5129.02,Debit Card,Nykaa,Lucknow,Lucknow,POS Terminal,Reversed,0,2
TXN0005798,CUST00605,Current,19-08-24 16:26,16,8675.08,Credit Card,Nykaa,Surat,Surat,POS Terminal,Failed,0,17
TXN0005799,CUST00690,Salary,19-03-24 2:02,2,484.81,IMPS,Amazon,Hyderabad,Hyderabad,Tablet,Success,0,21
TXN0005800,CUST00713,Salary,20-05-24 16:49,16,1869.24,Debit Card,Google Pay Merchant,Pune,Pune,Tablet,Success,0,1
TXN0005801,CUST00754,Current,23-01-24 14:32,14,3931.35,Credit Card,Fuel Station,Mumbai,Mumbai,Mobile,Success,0,3
TXN0005802,CUST00445,Savings,13-10-24 17:44,17,6993.65,UPI,BigBasket,Mumbai,Mumbai,Mobile,Failed,0,15
TXN0005803,CUST00033,Salary,09-11-24 6:39,6,2383.56,Net Banking,Unknown Merchant,Ahmedabad,Ahmedabad,Desktop,Success,0,29
TXN0005804,CUST00418,Current,22-09-24 5:03,5,5143.19,NEFT,Nykaa,Delhi,Delhi,POS Terminal,Success,0,1
TXN0005805,CUST00344,Savings,04-11-24 15:24,15,2259.5,Debit Card,Hotel Booking,Mumbai,Mumbai,POS Terminal,Success,0,8
TXN0005806,CUST00381,Savings,22-12-24 13:32,13,1288.86,Credit Card,BookMyShow,Pune,Pune,Desktop,Failed,0,11
TXN0005807,CUST00549,Salary,26-01-24 8:45,8,4103.23,IMPS,Electronics Store,Bhopal,Bhopal,Desktop,Success,0,8
TXN0005808,CUST00802,Savings,18-02-24 2:17,2,810.11,UPI,Grocery Store,Mumbai,Bengaluru,Mobile,Success,0,46
TXN0005809,CUST00620,Current,06-10-24 14:51,14,9042.45,IMPS,PhonePe Merchant,Hyderabad,Hyderabad,POS Terminal,Success,0,2
TXN0005810,CUST00047,Savings,29-11-24 13:08,13,2119.04,Net Banking,PayTM Mall,Pune,Pune,POS Terminal,Success,0,13
TXN0005811,CUST00847,Salary,27-10-24 10:00,10,1768.88,Debit Card,Local ATM,Kolkata,Kolkata,Tablet,Reversed,0,8
TXN0005812,CUST01170,Current,01-07-24 3:39,3,999.99,Net Banking,Hotel Booking,Mumbai,Mumbai,Desktop,Success,0,30
TXN0005813,CUST00744,Current,07-07-24 2:24,2,10328.07,Net Banking,Swiggy,Bengaluru,Bengaluru,Tablet,Success,0,26
TXN0005814,CUST00120,Savings,17-03-24 19:53,19,6917.94,IMPS,Electronics Store,Ahmedabad,Ahmedabad,Mobile,Success,0,6
TXN0005815,CUST00850,Current,05-08-24 4:22,4,6779.17,Debit Card,Jewellery Store,Chennai,Bhopal,Tablet,Success,0,43
TXN0005816,CUST00717,Salary,15-04-24 14:17,14,17376.97,NEFT,Flight Booking,Mumbai,Mumbai,Desktop,Success,0,3
TXN0005817,CUST01177,Salary,03-11-24 21:11,21,14444.23,Debit Card,Fuel Station,Delhi,Delhi,Tablet,Success,0,6
TXN0005818,CUST00479,Salary,08-12-24 14:32,14,103845.97,IMPS,Pharmacy,Pune,Delhi,POS Terminal,Success,0,24
TXN0005819,CUST00268,Salary,08-05-24 20:10,20,11127.7,IMPS,Hotel Booking,Ahmedabad,Ahmedabad,Mobile,Success,0,0
TXN0005820,CUST00707,Savings,29-07-24 14:47,14,8584.6,UPI,Local ATM,Kolkata,Kolkata,Desktop,Success,0,2
TXN0005821,CUST00621,Savings,05-02-24 4:10,4,2644.91,Net Banking,Local ATM,Surat,Surat,POS Terminal,Success,0,31
TXN0005822,CUST01106,Savings,16-04-24 4:38,4,2629.59,IMPS,Local ATM,Ahmedabad,Ahmedabad,Desktop,Success,0,28
TXN0005823,CUST00541,Salary,14-11-24 5:27,5,15991.32,Debit Card,Electronics Store,Lucknow,Lucknow,Mobile,Success,0,8
TXN0005824,CUST00654,Salary,16-01-24 18:12,18,4586.07,IMPS,Hospital,Mumbai,Mumbai,Desktop,Success,0,6
TXN0005825,CUST00663,Savings,18-01-24 12:09,12,6008.02,UPI,Nykaa,Jaipur,Jaipur,Desktop,Success,0,4
TXN0005826,CUST01169,Current,01-06-24 17:38,17,1120.37,Net Banking,IRCTC,Jaipur,Jaipur,POS Terminal,Success,0,8
TXN0005827,CUST00339,Salary,27-10-24 19:07,19,4696.29,Debit Card,BookMyShow,Jaipur,Jaipur,Desktop,Success,0,8
TXN0005828,CUST00734,Savings,08-05-24 3:36,3,3310.38,Debit Card,Electronics Store,Chennai,Chennai,POS Terminal,Success,0,25
TXN0005829,CUST00230,Savings,18-05-24 3:04,3,3405.22,Credit Card,Hotel Booking,Kolkata,Kolkata,Mobile,Success,0,29
TXN0005830,CUST00482,Salary,02-01-24 23:37,23,10244.06,IMPS,Swiggy,Pune,Pune,POS Terminal,Success,0,1
TXN0005831,CUST00093,Salary,11-06-24 23:01,23,8037.06,Credit Card,BookMyShow,Bengaluru,Bengaluru,Tablet,Success,0,2
TXN0005832,CUST00782,Current,16-08-24 3:00,3,14656.23,NEFT,BookMyShow,Delhi,Delhi,Mobile,Success,0,26
TXN0005833,CUST00435,Savings,20-06-24 9:10,9,683.96,NEFT,IRCTC,Chennai,Chennai,POS Terminal,Success,0,3
TXN0005834,CUST00882,Current,15-10-24 0:56,0,15384.92,Net Banking,Hotel Booking,Ahmedabad,Ahmedabad,Mobile,Success,0,11
TXN0005835,CUST00873,Savings,14-02-24 23:15,23,8997.79,UPI,Myntra,Lucknow,Lucknow,Desktop,Failed,0,14
TXN0005836,CUST00091,Current,01-05-24 13:27,13,6240.66,Credit Card,Flight Booking,Lucknow,Lucknow,POS Terminal,Success,0,0
TXN0005837,CUST01129,Current,06-08-24 15:48,15,5218.16,NEFT,Jewellery Store,Jaipur,Jaipur,Mobile,Success,0,9
TXN0005838,CUST00091,Current,01-05-24 21:20,21,3305.64,UPI,Zomato,Lucknow,Lucknow,Tablet,Success,0,2
TXN0005839,CUST00454,Salary,20-02-24 21:12,21,72421.5,Credit Card,Uber,Bhopal,Bhopal,Desktop,Success,0,8
TXN0005840,CUST00852,Savings,08-02-24 23:57,23,6240.41,Net Banking,Amazon,Pune,Pune,POS Terminal,Success,0,8
TXN0005841,CUST01056,Current,01-01-24 3:01,3,2510,Debit Card,Unknown Merchant,Delhi,Delhi,Tablet,Reversed,0,39
TXN0005842,CUST00054,Savings,15-03-24 23:06,23,27027.83,Credit Card,Fuel Station,Bhopal,Bhopal,Tablet,Failed,0,11
TXN0005843,CUST00024,Savings,12-03-24 14:21,14,4170.8,UPI,Swiggy,Mumbai,Mumbai,Mobile,Success,0,9
TXN0005844,CUST00725,Current,05-02-24 23:29,23,8404.41,NEFT,Pharmacy,Pune,Pune,Mobile,Success,0,7
TXN0005845,CUST01145,Current,21-12-24 2:10,2,712.77,UPI,Unknown Merchant,Hyderabad,Hyderabad,POS Terminal,Success,0,35
TXN0005846,CUST00186,Salary,08-08-24 16:02,16,27264.16,IMPS,Electronics Store,Hyderabad,Hyderabad,Tablet,Success,0,3
TXN0005847,CUST00238,Current,31-10-24 15:14,15,2419.23,Credit Card,Jewellery Store,Kolkata,Kolkata,POS Terminal,Success,0,5
TXN0005848,CUST00075,Salary,11-08-24 12:51,12,8157.18,Debit Card,Zomato,Surat,Delhi,Tablet,Success,0,27
TXN0005849,CUST00456,Salary,19-06-24 2:39,2,4966.67,IMPS,Pharmacy,Pune,Jaipur,POS Terminal,Success,0,43
TXN0005850,CUST01009,Current,27-07-24 6:22,6,4365.87,UPI,Amazon,Chennai,Ahmedabad,POS Terminal,Failed,0,31
TXN0005851,CUST00303,Savings,04-03-24 6:40,6,7333.96,IMPS,Flight Booking,Jaipur,Jaipur,Desktop,Success,0,3
TXN0005852,CUST01144,Savings,09-07-24 10:49,10,4892.32,Net Banking,Amazon,Mumbai,Mumbai,Tablet,Success,0,5
TXN0005853,CUST00208,Savings,29-02-24 16:34,16,8499.86,IMPS,Swiggy,Delhi,Delhi,POS Terminal,Success,0,7
TXN0005854,CUST00451,Savings,23-10-24 2:08,2,8793.94,Credit Card,Swiggy,Bhopal,Bhopal,Desktop,Success,0,28
